@RELATION 'Shuttle, without duplicates, with normalization, v01'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.128571429,0.488636364,0.255319149,0.020145495,0.252808989,0.088428013,0.513888889,0.71875,0.68556701,11224,'no'
0.314285714,0.460227273,0.425531915,0.020145495,0.286516854,0.088428013,0.444444444,0.703125,0.680412371,13213,'no'
0.271428571,0.477272727,0.468085106,0.021264689,0.151685393,0.088428013,0.5,0.8625,0.804123711,10289,'no'
0.114285714,0.448863636,0.553191489,0.024622272,0.252808989,0.088428013,0.722222222,0.7625,0.680412371,5323,'no'
0.014285714,0.477272727,0.106382979,0.021824287,0.207865169,0.088428013,0.541666667,0.746875,0.701030928,750,'no'
0.614285714,0.477272727,0.255319149,0.020145495,0.011235955,0.089690412,0.041666667,0.99375,0.994845361,324,'no'
0.257142857,0.482954545,0.425531915,0.020145495,0.280898876,0.088428013,0.5,0.7125,0.680412371,8144,'no'
0.185714286,0.477272727,0.29787234,0.020145495,0.269662921,0.088548242,0.486111111,0.709375,0.680412371,6411,'no'
0.014285714,0.477272727,0.744680851,0.020145495,0.207865169,0.086985272,0.944444444,0.840625,0.701030928,11750,'no'
0.2,0.482954545,0.29787234,0.020145495,0.269662921,0.088428013,0.472222222,0.709375,0.68556701,13503,'no'
0.157142857,0.471590909,0.382978723,0.020145495,0.258426966,0.088428013,0.569444444,0.728125,0.680412371,13381,'no'
0.1,0.465909091,0.382978723,0.020145495,0.247191011,0.087947099,0.625,0.746875,0.68556701,10385,'no'
0.057142857,0.477272727,0.106382979,0.024622272,0.235955056,0.088428013,0.486111111,0.7125,0.68556701,8787,'no'
0.271428571,0.477272727,0.127659574,0.019026301,0.179775281,0.088428013,0.291666667,0.78125,0.778350515,11503,'no'
0.014285714,0.477272727,0.212765957,0.017907107,0.117977528,0.088428013,0.597222222,0.865625,0.788659794,13519,'no'
0.014285714,0.477272727,0.191489362,0.020145495,0.196629213,0.088908927,0.583333333,0.775,0.716494845,3403,'no'
0.242857143,0.477272727,0.361702128,0.021264689,0.280898876,0.088428013,0.472222222,0.703125,0.680412371,6558,'no'
0.071428571,0.477272727,0.382978723,0.020145495,0.235955056,0.0875263,0.652777778,0.753125,0.68556701,6859,'no'
0.114285714,0.488636364,0.340425532,0.019026301,0.252808989,0.088488127,0.583333333,0.73125,0.680412371,14462,'no'
0.014285714,0.477272727,0.085106383,0.024062675,0.196629213,0.089750526,0.513888889,0.759375,0.716494845,11124,'no'
0.657142857,0.482954545,0.319148936,0.020145495,0.016853933,0.088969041,0.041666667,0.996875,1,13207,'no'
0.1,0.477272727,0.170212766,0.021264689,0.247191011,0.087646528,0.472222222,0.7125,0.68556701,10179,'no'
0.014285714,0.477272727,0.170212766,0.019026301,0.230337079,0.088187556,0.569444444,0.73125,0.68556701,3898,'no'
0.042857143,0.5,0.14893617,0.020705092,0.235955056,0.088428013,0.527777778,0.71875,0.680412371,7674,'no'
0.271428571,0.477272727,0.14893617,0.020705092,0.202247191,0.088428013,0.305555556,0.759375,0.757731959,60,'no'
0.314285714,0.477272727,0.531914894,0.019026301,0.286516854,0.088428013,0.513888889,0.71875,0.68556701,10264,'no'
0.1,0.482954545,0.106382979,0.020145495,0.247191011,0.088127442,0.430555556,0.703125,0.68556701,6140,'no'
0.285714286,0.477272727,0.531914894,0.020145495,0.269662921,0.088007214,0.541666667,0.74375,0.695876289,12083,'no'
0.114285714,0.471590909,0.234042553,0.020705092,0.252808989,0.088428013,0.513888889,0.715625,0.680412371,9264,'no'
0.071428571,0.477272727,0.255319149,0.020145495,0.247191011,0.089029155,0.569444444,0.725,0.680412371,14477,'no'
0.014285714,0.5,0.255319149,0.020145495,0.230337079,0.088428013,0.625,0.740625,0.680412371,10181,'no'
0.128571429,0.477272727,0.255319149,0.024622272,0.252808989,0.088247671,0.513888889,0.71875,0.68556701,314,'no'
0.214285714,0.477272727,0.276595745,0.020145495,0.269662921,0.088067328,0.458333333,0.70625,0.68556701,6925,'no'
0.271428571,0.471590909,0.574468085,0.021264689,0.275280899,0.087646528,0.569444444,0.740625,0.690721649,5832,'no'
0.028571429,0.482954545,0.489361702,0.020145495,0.235955056,0.089209498,0.763888889,0.76875,0.680412371,10698,'no'
0.628571429,0.477272727,0.276595745,0.020145495,0.028089888,0.086684701,0.041666667,0.971875,0.979381443,14496,'no'
0.085714286,0.460227273,0.361702128,0.020705092,0.247191011,0.088428013,0.611111111,0.740625,0.68556701,10147,'no'
0.014285714,0.477272727,0.170212766,0.020145495,0.157303371,0.090171326,0.569444444,0.809375,0.74742268,11582,'no'
0.185714286,0.471590909,0.85106383,0.020145495,0.269662921,0.088969041,0.847222222,0.790625,0.680412371,1177,'no'
0.042857143,0.511363636,0.106382979,0.019585898,0.235955056,0.088367899,0.5,0.7125,0.680412371,245,'no'
0.628571429,0.477272727,0.276595745,0.023503078,0.028089888,0.090171326,0.055555556,0.975,0.979381443,358,'no'
0.014285714,0.477272727,0.127659574,0.020145495,0.235955056,0.088848813,0.527777778,0.715625,0.680412371,11610,'no'
0.014285714,0.477272727,0.255319149,0.020145495,0.207865169,0.086684701,0.625,0.765625,0.701030928,5833,'no'
0.071428571,0.477272727,0.106382979,0.016787913,0.247191011,0.088969041,0.458333333,0.703125,0.680412371,6528,'no'
0.428571429,0.488636364,0.893617021,0.020145495,0.308988764,0.088428013,0.638888889,0.746875,0.680412371,10451,'no'
0.014285714,0.477272727,0.170212766,0.020145495,0.134831461,0.088307785,0.583333333,0.8375,0.768041237,7242,'no'
0.114285714,0.494318182,0.29787234,0.020145495,0.252808989,0.089329726,0.555555556,0.725,0.680412371,258,'no'
0.014285714,0.477272727,0.191489362,0.024062675,0.157303371,0.088969041,0.583333333,0.815625,0.74742268,3037,'no'
0.014285714,0.471590909,0.170212766,0.020145495,0.230337079,0.088428013,0.583333333,0.73125,0.680412371,7239,'no'
0.014285714,0.477272727,0.234042553,0.024622272,0.123595506,0.08866847,0.611111111,0.8625,0.783505155,5552,'no'
0.014285714,0.482954545,0.255319149,0.020145495,0.230337079,0.088428013,0.611111111,0.740625,0.68556701,423,'no'
0.042857143,0.482954545,0.255319149,0.021264689,0.235955056,0.088428013,0.597222222,0.734375,0.680412371,11816,'no'
0.271428571,0.477272727,0.553191489,0.020145495,0.275280899,0.089990983,0.555555556,0.7375,0.690721649,10143,'no'
0.271428571,0.477272727,0.510638298,0.020145495,0.230337079,0.086624587,0.541666667,0.78125,0.731958763,8246,'no'
0.271428571,0.477272727,0.127659574,0.020145495,0.230337079,0.088728584,0.291666667,0.725,0.731958763,2152,'no'
0.042857143,0.465909091,0.744680851,0.020145495,0.235955056,0.088428013,0.902777778,0.80625,0.680412371,6883,'no'
0.285714286,0.505681818,0.574468085,0.020145495,0.247191011,0.087466186,0.569444444,0.775,0.716494845,10895,'no'
0.185714286,0.477272727,0.319148936,0.020145495,0.269662921,0.089449955,0.5,0.7125,0.680412371,2327,'no'
0.042857143,0.477272727,0.255319149,0.024062675,0.235955056,0.088428013,0.597222222,0.734375,0.680412371,1161,'no'
0.214285714,0.477272727,0.319148936,0.020145495,0.269662921,0.087225729,0.472222222,0.7125,0.68556701,714,'no'
0.071428571,0.477272727,0.106382979,0.020145495,0.247191011,0.089029155,0.472222222,0.703125,0.680412371,14459,'no'
0.671428571,0.477272727,0.319148936,0.022943481,0.123595506,0.088428013,0.041666667,0.875,0.902061856,13156,'no'
0.285714286,0.477272727,0.106382979,0.020145495,0.08988764,0.088908927,0.263888889,0.884375,0.865979381,1619,'no'
0.071428571,0.477272727,0.29787234,0.020145495,0.247191011,0.089630298,0.597222222,0.734375,0.680412371,9211,'no'
0.014285714,0.477272727,0.106382979,0.020145495,0.202247191,0.088007214,0.541666667,0.753125,0.706185567,5074,'no'
0.014285714,0.465909091,0.106382979,0.020145495,0.230337079,0.087706643,0.513888889,0.71875,0.68556701,9348,'no'
0.085714286,0.482954545,0.234042553,0.020145495,0.247191011,0.088428013,0.527777778,0.725,0.68556701,8295,'no'
0.114285714,0.477272727,0.106382979,0.021264689,0.247191011,0.086684701,0.430555556,0.703125,0.68556701,72,'no'
0.214285714,0.482954545,0.340425532,0.020145495,0.275280899,0.088728584,0.486111111,0.70625,0.680412371,9022,'no'
0.014285714,0.477272727,0.446808511,0.018466704,0.162921348,0.088428013,0.75,0.84375,0.742268041,12956,'no'
0.014285714,0.482954545,0.808510638,0.024062675,0.202247191,0.088428013,0.972222222,0.85625,0.711340206,571,'no'
0.014285714,0.477272727,0.085106383,0.020145495,0.224719101,0.087586414,0.513888889,0.725,0.68556701,6702,'no'
0.014285714,0.477272727,0.276595745,0.020145495,0.196629213,0.088367899,0.638888889,0.7875,0.716494845,4864,'no'
0.114285714,0.477272727,0.510638298,0.020145495,0.247191011,0.086925158,0.708333333,0.765625,0.68556701,7069,'no'
0.014285714,0.477272727,0.744680851,0.020145495,0.230337079,0.088428013,0.930555556,0.8125,0.68556701,3864,'no'
0.071428571,0.477272727,0.106382979,0.020145495,0.235955056,0.088307785,0.472222222,0.7125,0.68556701,13913,'no'
0.928571429,0.477272727,0.659574468,0.020145495,0.331460674,0.088908927,0,0.6875,0.75257732,598,'no'
0.014285714,0.505681818,0.127659574,0.020145495,0.06741573,0.089389841,0.541666667,0.9125,0.835051546,9429,'no'
0.1,0.477272727,0.29787234,0.019026301,0.247191011,0.087646528,0.569444444,0.734375,0.68556701,12906,'no'
0.128571429,0.477272727,0.255319149,0.020145495,0.258426966,0.089209498,0.513888889,0.7125,0.680412371,10902,'no'
0.285714286,0.454545455,0.595744681,0.021264689,0.258426966,0.088428013,0.583333333,0.759375,0.706185567,13247,'no'
0.7,0.477272727,0.361702128,0.020145495,0.146067416,0.08866847,0.027777778,0.85625,0.886597938,2882,'no'
0.028571429,0.465909091,0.170212766,0.019585898,0.235955056,0.088428013,0.555555556,0.721875,0.680412371,4521,'no'
0.014285714,0.477272727,0.106382979,0.020145495,0.230337079,0.088067328,0.527777778,0.721875,0.68556701,13526,'no'
0.185714286,0.460227273,0.765957447,0.020145495,0.258426966,0.086744815,0.791666667,0.784375,0.68556701,1677,'no'
0.014285714,0.477272727,0.744680851,0.020145495,0.213483146,0.088788699,0.944444444,0.83125,0.695876289,1985,'no'
0.971428571,0.494318182,0.723404255,0.020145495,0.331460674,0.088548242,0,0.7,0.762886598,11738,'no'
0.014285714,0.477272727,0.170212766,0.020145495,0.157303371,0.0875263,0.583333333,0.8125,0.74742268,5918,'no'
0.128571429,0.477272727,0.234042553,0.020145495,0.252808989,0.088127442,0.5,0.715625,0.68556701,3904,'no'
0.014285714,0.494318182,0.234042553,0.020145495,0.230337079,0.088428013,0.611111111,0.740625,0.68556701,4573,'no'
0.285714286,0.494318182,0.531914894,0.019026301,0.275280899,0.088428013,0.541666667,0.734375,0.690721649,2843,'no'
0.628571429,0.471590909,0.276595745,0.016228316,0.073033708,0.088428013,0.041666667,0.925,0.93814433,11287,'no'
0.585714286,0.5,0.212765957,0.021824287,0.016853933,0.089029155,0.041666667,0.98125,0.984536082,249,'no'
0.071428571,0.477272727,0.212765957,0.020145495,0.235955056,0.088187556,0.541666667,0.728125,0.68556701,3599,'no'
0.071428571,0.505681818,0.212765957,0.020145495,0.247191011,0.089209498,0.527777778,0.71875,0.680412371,1705,'no'
0.128571429,0.477272727,0.170212766,0.021264689,0.252808989,0.087345957,0.458333333,0.70625,0.68556701,10635,'no'
0.014285714,0.477272727,0.744680851,0.020145495,0.202247191,0.089690412,0.930555556,0.846875,0.711340206,6222,'no'
0.071428571,0.505681818,0.212765957,0.019585898,0.235955056,0.087045386,0.527777778,0.728125,0.68556701,3094,'no'
0.028571429,0.477272727,0.170212766,0.024622272,0.235955056,0.088428013,0.555555556,0.725,0.680412371,721,'no'
0.128571429,0.477272727,0.255319149,0.020145495,0.258426966,0.08908927,0.5,0.709375,0.680412371,4825,'no'
0.014285714,0.477272727,0.212765957,0.020145495,0.157303371,0.088307785,0.611111111,0.81875,0.74742268,11806,'no'
0.285714286,0.477272727,0.510638298,0.020145495,0.258426966,0.088908927,0.541666667,0.75,0.706185567,512,'no'
0.7,0.477272727,0.361702128,0,0.129213483,0.088428013,0.027777778,0.871875,0.896907216,8866,'no'
0.271428571,0.477272727,0,0.019585898,0.129213483,0.088428013,0.208333333,0.81875,0.824742268,3884,'no'
0.285714286,0.477272727,0.446808511,0.020145495,0.275280899,0.088788699,0.486111111,0.721875,0.690721649,6672,'no'
0.014285714,0.477272727,0.212765957,0.020145495,0.151685393,0.088067328,0.597222222,0.825,0.75257732,6773,'no'
0.114285714,0.482954545,0.127659574,0.020145495,0.252808989,0.088428013,0.444444444,0.703125,0.680412371,4732,'no'
0.128571429,0.227272727,0.127659574,0.020145495,0.123595506,0.088428013,0.430555556,0.84375,0.804123711,1349,'no'
0.128571429,0.477272727,0.191489362,0.021824287,0.252808989,0.088428013,0.472222222,0.709375,0.68556701,3098,'no'
0.271428571,0.477272727,0.531914894,0.020145495,0.252808989,0.08908927,0.555555556,0.759375,0.711340206,6533,'no'
0.228571429,0.477272727,0.361702128,0.017907107,0.275280899,0.088428013,0.472222222,0.709375,0.680412371,3901,'no'
0.114285714,0.482954545,0.170212766,0.020145495,0.252808989,0.088428013,0.472222222,0.70625,0.680412371,8948,'no'
0.071428571,0.477272727,0.255319149,0.020145495,0.247191011,0.089930869,0.569444444,0.725,0.680412371,8175,'no'
0.1,0.477272727,0.340425532,0.020145495,0.247191011,0.087947099,0.597222222,0.740625,0.68556701,3410,'no'
0.014285714,0.477272727,0.553191489,0.020705092,0.224719101,0.088428013,0.819444444,0.796875,0.690721649,3004,'no'
0.271428571,0.477272727,0.127659574,0.020145495,0.04494382,0.087886985,0.291666667,0.934375,0.902061856,6585,'no'
0.057142857,0.482954545,0.106382979,0.020145495,0.235955056,0.088428013,0.472222222,0.7125,0.68556701,12332,'no'
0.271428571,0.477272727,0.510638298,0.01734751,0.258426966,0.088428013,0.541666667,0.75,0.701030928,4738,'no'
0.014285714,0.477272727,0.170212766,0.020145495,0.179775281,0.087165615,0.583333333,0.7875,0.726804124,6128,'no'
0.014285714,0.454545455,0.212765957,0.020705092,0.230337079,0.088428013,0.597222222,0.734375,0.680412371,6181,'no'
0.657142857,0.477272727,0.29787234,0.019026301,0.101123596,0.088428013,0.027777778,0.89375,0.917525773,12533,'no'
0.085714286,0.494318182,0.170212766,0.020145495,0.247191011,0.088428013,0.486111111,0.7125,0.68556701,8053,'no'
0.2,0.477272727,0.744680851,0.020145495,0.269662921,0.088428013,0.763888889,0.775,0.680412371,10709,'no'
0.271428571,0.477272727,0.212765957,0.017907107,0.08988764,0.088428013,0.347222222,0.9,0.860824742,5298,'no'
0.128571429,0.477272727,0.361702128,0.020145495,0.252808989,0.087947099,0.583333333,0.734375,0.68556701,10285,'no'
0.285714286,0.477272727,0.14893617,0.020145495,0.174157303,0.090111211,0.291666667,0.79375,0.783505155,12146,'no'
0.114285714,0.448863636,0.127659574,0.020145495,0.247191011,0.087706643,0.444444444,0.70625,0.68556701,12327,'no'
0.014285714,0.477272727,0.106382979,0.020145495,0.202247191,0.088247671,0.527777778,0.753125,0.711340206,7404,'no'
0.057142857,0.454545455,0.127659574,0.020145495,0.235955056,0.088428013,0.486111111,0.715625,0.68556701,10789,'no'
0.128571429,0.477272727,0.14893617,0.019026301,0.252808989,0.088187556,0.444444444,0.703125,0.68556701,3443,'no'
0.014285714,0.477272727,0.106382979,0.020145495,0.235955056,0.089990983,0.513888889,0.7125,0.680412371,4029,'no'
0.071428571,0.477272727,0.191489362,0.020145495,0.247191011,0.090291554,0.527777778,0.71875,0.680412371,9357,'no'
0.014285714,0.477272727,0.255319149,0.018466704,0.179775281,0.088428013,0.638888889,0.8,0.726804124,13253,'no'
0.071428571,0.477272727,0.170212766,0.020145495,0.247191011,0.088428013,0.513888889,0.715625,0.680412371,14149,'no'
0.028571429,0.477272727,0.446808511,0.020705092,0.174157303,0.08866847,0.736111111,0.8375,0.737113402,5207,'no'
0.014285714,0.568181818,0.127659574,0.01734751,0.06741573,0.088788699,0.555555556,0.9125,0.835051546,9718,'no'
0.1,0.477272727,0.319148936,0.020145495,0.247191011,0.088367899,0.569444444,0.734375,0.68556701,13939,'no'
0.271428571,0.477272727,0.14893617,0.019585898,0.174157303,0.088428013,0.305555556,0.79375,0.783505155,12326,'no'
0.271428571,0.460227273,0.106382979,0.020145495,0.078651685,0.088127442,0.277777778,0.890625,0.871134021,6823,'no'
0.2,0.465909091,0.829787234,0.021264689,0.269662921,0.088428013,0.819444444,0.7875,0.68556701,9811,'no'
0.042857143,0.482954545,0.553191489,0.020145495,0.235955056,0.088428013,0.791666667,0.78125,0.680412371,8526,'no'
0.028571429,0.482954545,0.127659574,0.021824287,0.235955056,0.088428013,0.527777778,0.715625,0.680412371,10360,'no'
0.7,0.261363636,0.765957447,0.020145495,0.308988764,0.088247671,0.291666667,0.728125,0.731958763,12741,'no'
0.014285714,0.477272727,0.085106383,0.020145495,0.202247191,0.08908927,0.513888889,0.75,0.711340206,13262,'no'
0.385714286,0.477272727,0.872340426,0.021824287,0.303370787,0.088428013,0.666666667,0.753125,0.680412371,4440,'no'
0.014285714,0.477272727,0.234042553,0.020145495,0.162921348,0.088848813,0.611111111,0.8125,0.742268041,2940,'no'
0.242857143,0.477272727,0.659574468,0.020145495,0.275280899,0.088127442,0.666666667,0.753125,0.68556701,8846,'no'
0.285714286,0.477272727,0.127659574,0.020145495,0.157303371,0.088848813,0.291666667,0.80625,0.798969072,8816,'no'
0.085714286,0.477272727,0.234042553,0.017907107,0.247191011,0.088428013,0.541666667,0.725,0.680412371,9831,'no'
0.114285714,0.5,0.468085106,0.020145495,0.252808989,0.088488127,0.666666667,0.753125,0.680412371,12056,'no'
0.171428571,0.471590909,0.255319149,0.017907107,0.258426966,0.088067328,0.472222222,0.7125,0.68556701,3746,'no'
0.114285714,0.477272727,0.255319149,0.020145495,0.252808989,0.088608356,0.527777778,0.71875,0.680412371,425,'no'
0.114285714,0.477272727,0.340425532,0.016787913,0.247191011,0.087947099,0.583333333,0.740625,0.68556701,7937,'no'
0.085714286,0.454545455,0.212765957,0.019585898,0.247191011,0.088428013,0.541666667,0.721875,0.680412371,11834,'no'
0.114285714,0.465909091,0.276595745,0.020145495,0.252808989,0.088548242,0.555555556,0.725,0.680412371,1107,'no'
0.214285714,0.482954545,0.340425532,0.021264689,0.275280899,0.088969041,0.486111111,0.70625,0.680412371,9802,'no'
0.157142857,0.477272727,0.212765957,0.019026301,0.258426966,0.088428013,0.458333333,0.703125,0.680412371,7797,'no'
0.128571429,0.482954545,0.255319149,0.023503078,0.252808989,0.088428013,0.513888889,0.71875,0.68556701,10469,'no'
0.285714286,0.477272727,0.553191489,0.020145495,0.286516854,0.088969041,0.541666667,0.721875,0.680412371,7246,'no'
0.214285714,0.494318182,0.319148936,0.020145495,0.275280899,0.08981064,0.472222222,0.703125,0.680412371,3586,'no'
0.2,0.482954545,0.744680851,0.020145495,0.269662921,0.088428013,0.777777778,0.775,0.680412371,257,'no'
0.185714286,0.477272727,0.212765957,0.020145495,0.258426966,0.087045386,0.444444444,0.70625,0.68556701,5500,'no'
0.142857143,0.477272727,0.212765957,0.020705092,0.258426966,0.088848813,0.472222222,0.70625,0.680412371,662,'no'
0.185714286,0.465909091,0.382978723,0.020145495,0.269662921,0.088969041,0.541666667,0.721875,0.680412371,2969,'no'
0.085714286,0.482954545,0.531914894,0.020145495,0.247191011,0.088428013,0.736111111,0.76875,0.680412371,13099,'no'
0.014285714,0.477272727,0.212765957,0.020145495,0.207865169,0.088307785,0.597222222,0.759375,0.701030928,10334,'no'
0.014285714,0.477272727,0.106382979,0.020145495,0.196629213,0.08908927,0.527777778,0.759375,0.716494845,7986,'no'
